Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,119.57335662841797,119.58183987532357,118.02243546281443,118.47160786833155,10803700
2020-01-03,117.99539947509766,118.75451351510141,116.92070264767108,117.27893492347994,10386800
2020-01-06,117.90156555175781,117.93569034541717,116.42598708847879,116.4771612641724,10259000
2020-01-07,115.89720153808594,117.58601487068076,115.84602734843139,117.09130934602187,10531300
2020-01-08,116.8012924194336,117.34717203478245,115.6583590083589,115.74364497072166,9695300
2020-01-09,117.22779846191406,117.90161374194888,116.88661545984517,117.74809115211846,9469000
2020-01-10,116.05924224853516,117.06570251485734,115.83747011102248,117.03159073243827,10190900
2020-01-13,117.0230712890625,117.0230712890625,115.79483869354226,116.16160873947067,12355200
2020-01-14,118.38778686523438,120.05953791379122,117.44102524571497,117.65425972745537,24906000
2020-01-15,116.61368560791016,118.21721322923989,116.12750469577463,117.57750972262019,16293400
2020-01-16,117.06571197509766,117.6201163340879,116.71600435675717,117.23629693057174,10783800
2020-01-17,117.87602233886719,117.95278363097911,117.12544579132785,117.31308016711246,14697700
2020-01-21,116.71603393554688,117.76515705644262,116.5880984402187,117.01456744438084,8474200
2020-01-22,116.57952880859375,117.19364504761265,116.32365788800053,117.05718489489547,7549100
2020-01-23,116.46009063720703,116.63068856385695,114.90775102009015,115.75216390374692,9345700
2020-01-24,113.56868743896484,116.36632298715534,112.86076036480024,116.31514879044954,15166400
2020-01-27,112.6134033203125,113.38958002539138,110.63459392411696,111.11223712268826,12860500
2020-01-28,114.6604232788086,115.12101698340136,112.9971971562194,113.30425528768187,13062800
2020-01-29,114.4898452758789,115.60719178984,114.02926455810217,114.98455079633474,9326000
2020-01-30,115.90573120117188,116.11044098336647,113.17633251257506,113.17633251257506,9048900
2020-01-31,112.89485168457031,115.00160916557759,112.1357375365619,114.71161342696729,12785200
2020-02-03,113.75633239746094,114.4983972781852,113.15075372969345,113.15075372969345,10021100
2020-02-04,115.39396667480469,116.51132629409986,115.21485699802298,115.61573886579149,9157100
2020-02-05,117.35572052001953,117.4751313033748,116.00807709941054,116.48573324763088,10150700
2020-02-06,117.3727798461914,117.95277134591886,116.94631091469805,117.91013486460868,8992300
2020-02-07,116.99747467041016,117.4239435638715,116.2554229605227,116.62217996179652,6379800
2020-02-10,117.48367309570312,117.57749678694374,116.63925987453763,116.80984485457518,5960700
2020-02-11,117.7054214477539,118.40483672085111,117.51777408252288,117.9271805999367,6578600
2020-02-12,117.7054214477539,118.80570553042809,117.53483648339802,118.21718935562008,7958000
2020-02-13,117.60307312011719,117.99541723681604,116.34071575081148,117.49218703658124,7447500
2020-02-14,117.24484252929688,117.86748351534406,116.80131120337344,117.5689500620728,6627600
2020-02-18,115.69249725341797,117.45808496905762,115.18926701154179,117.14248909321695,8996400
2020-02-19,117.27043914794922,118.03807806899388,116.2895527323924,116.77573359324052,7071200
